iter	RMSE
462	4287.383295
463	4286.736468
464	4286.137665
465	4285.308164
466	4284.658471
467	4283.683407
468	4283.248639
469	4282.255538
470	4281.538846
471	4280.78407
472	4279.930313
473	4279.145123
474	4277.989298
475	4277.137791
476	4276.428058
477	4275.768087
478	4275.111277
479	4274.640117
480	4273.209025
481	4272.272009
482	4271.320444
483	4270.683089
484	4270.124093
485	4269.440134
486	4268.627913
487	4267.575045
488	4267.037328
489	4266.525305
490	4265.523451
491	4265.084074
492	4264.598576
493	4263.964276
494	4263.005092
495	4262.376084
496	4262.162145
497	4261.675668
498	4260.622074
499	4260.072885
500	4259.554226
501	4258.734485
502	4257.047884
503	4256.407773
504	4255.961535
505	4255.526505
506	4254.972893
507	4254.828109
508	4254.254837
509	4253.659678
510	4253.21885
511	4252.613322
512	4252.220472
513	4251.420519
514	4250.370365
515	4249.624551
516	4249.250334
517	4248.404025
518	4247.497159
519	4247.034555
520	4246.449625
521	4246.098063
522	4245.507931
523	4245.013094
524	4243.828825
525	4243.248411
526	4242.716031
527	4241.967925
528	4241.031366
529	4240.698688
530	4240.199173
531	4239.251023
532	4238.863049
533	4238.316658
534	4237.807516
535	4237.019141
536	4236.361677
537	4235.767138
538	4234.647096
539	4233.621633
540	4232.840142
541	4232.005484
542	4231.197646
543	4230.615013
544	4230.328721
545	4229.929263
546	4229.253939
547	4228.560803
548	4228.536906
549	4228.081513
550	4227.548433
551	4227.027105
552	4225.989469
553	4225.524772
554	4224.899047
555	4223.239789
556	4222.610058
557	4222.139356
558	4221.497594
559	4220.86053
560	4219.713179
561	4219.26239
562	4217.911756
563	4217.234563
564	4216.66176
565	4215.044629
566	4214.326479
567	4213.83763
568	4213.324987
569	4212.547489
570	4212.508988
571	4211.980261
572	4211.363608
573	4210.298605
574	4209.194173
575	4208.627534
576	4208.062839
577	4207.454373
578	4206.391127
579	4205.921483
580	4205.034866
581	4204.156392
582	4203.958439
583	4203.401237
584	4203.037278
585	4202.274045
586	4201.840443
587	4201.786666
588	4201.26559
589	4200.691938
590	4200.35952
591	4199.954548
592	4199.204592
593	4198.645443
594	4197.902369
595	4197.322319
596	4196.259489
597	4195.700926
598	4194.989977
599	4194.399325
600	4194.007604
601	4193.689272
602	4193.145727
603	4192.424689
604	4192.081873
605	4191.311947
606	4190.795619
607	4190.160582
608	4189.660029
609	4189.115881
610	4188.406904
611	4187.524689
612	4187.0572
613	4186.294866
614	4185.329158
615	4184.170136
616	4183.290445
617	4182.792581
618	4181.974658
619	4181.098056
620	4180.820088
621	4180.454471
622	4180.353102
623	4179.698856
624	4179.343212
625	4178.939608
626	4178.526031
627	4178.013544
628	4177.514489
629	4177.304672
630	4176.635978
631	4175.29461
632	4174.954049
633	4174.49993
634	4173.573665
635	4172.227819
636	4171.567778
637	4171.058102
638	4170.406049
639	4169.871677
640	4169.269004
641	4168.499824
642	4168.183289
643	4167.276599
644	4167.095711
645	4166.515003
646	4165.685054
647	4165.212315
648	4164.783595
649	4164.106944
650	4163.525056
651	4163.105415
652	4162.667241
653	4162.216795
654	4161.864095
655	4161.376625
656	4161.087497
657	4160.755912
658	4159.719051
659	4159.407669
660	4158.615595
661	4157.496239
662	4156.427401
663	4155.982546
664	4155.621993
665	4155.234491
666	4154.864076
667	4154.296463
668	4153.833998
669	4153.381779
670	4153.161379
671	4152.420172
672	4151.959599
673	4151.340306
674	4150.99758
675	4150.119859
676	4149.419579
677	4148.831311
678	4148.116489
679	4147.695946
680	4147.248888
681	4146.603054
682	4146.344556
683	4145.884009
684	4145.390431
685	4145.090842
686	4144.880578
687	4144.648793
688	4144.26529
689	4143.890844
690	4143.135956
691	4142.850227
692	4142.615941
693	4141.891237
694	4141.21018
695	4140.662725
696	4140.332629
697	4140.000284
698	4139.762788
699	4139.532968
700	4138.779322
701	4137.925797
702	4137.73805
703	4137.049636
704	4136.174276
705	4135.788514
706	4135.292346
707	4134.098591
708	4133.618632
709	4133.444629
710	4132.974991
711	4132.727888
712	4132.015214
713	4131.368436
714	4131.059089
715	4130.677469
716	4130.116438
717	4129.59787
718	4129.285023
719	4128.507651
720	4128.219028
721	4127.861657
722	4127.528854
723	4126.97593
724	4126.368616
725	4125.533162
726	4124.899288
727	4124.658565
728	4124.203718
729	4123.58699
730	4123.291896
731	4122.922745
732	4122.261907
733	4121.640602
734	4121.098551
735	4120.574794
736	4120.144353
737	4119.552794
738	4119.083284
739	4118.153303
740	4117.332358
741	4117.039492
742	4116.793173
743	4116.477326
744	4116.196219
745	4115.648012
746	4115.301816
747	4114.795474
748	4114.570947
749	4114.271708
750	4113.773522
751	4112.977452
752	4112.45083
753	4112.208091
754	4111.90261
755	4111.489367
756	4110.334761
757	4109.889237
758	4109.252275
759	4108.223928
760	4107.751126
761	4107.473247
762	4106.861908
763	4106.419242
764	4105.712911
765	4105.017518
766	4104.158634
767	4103.757395
768	4103.003028
769	4102.803088
770	4102.164892
771	4101.920621
772	4101.010351
773	4100.511088
774	4100.159882
775	4098.793731
776	4097.999065
777	4097.872109
778	4097.387654
779	4096.95346
780	4096.5241
781	4096.045266
782	4095.793957
783	4095.472771
784	4095.073619
785	4094.706132
786	4094.401631
787	4093.942549
788	4093.344403
789	4092.666513
790	4092.23983
791	4091.319678
792	4090.758512
793	4089.967155
794	4089.748215
795	4089.252929
796	4088.378181
797	4088.167331
798	4087.544525
799	4086.722988
800	4086.083903
801	4085.973698
802	4085.716976
803	4085.54105
804	4085.173279
805	4084.700908
806	4084.153041
807	4083.949437
808	4083.429551
809	4083.174764
810	4082.958106
811	4082.205217
812	4081.316544
813	4080.991807
814	4080.727933
815	4080.211629
816	4079.83614
817	4079.585058
818	4079.275979
819	4078.897482
820	4078.515305
821	4078.027565
822	4077.9496
823	4077.73416
824	4077.413444
825	4076.995481
826	4076.793985
827	4076.02547
828	4075.549203
829	4074.772287
830	4074.336267
831	4074.106932
832	4073.821075
833	4073.053976
834	4072.730763
835	4072.590261
836	4072.408266
837	4071.737919
838	4070.962485
839	4070.519294
840	4070.344181
841	4070.127822
842	4069.950646
843	4069.301635
844	4069.200816
845	4068.42466
846	4067.919239
847	4067.819619
848	4067.3576
849	4067.102377
850	4066.405037
851	4065.83127
852	4065.110072
853	4064.545502
854	4064.271909
855	4064.088224
856	4063.4979
857	4062.99548
858	4062.588047
859	4062.24928
860	4061.920069
861	4061.698545
862	4061.05241
863	4060.710851
864	4060.375751
865	4060.302718
866	4060.047784
867	4059.251232
868	4059.051464
869	4058.629746
870	4058.351504
871	4057.925527
872	4057.355027
873	4056.900288
874	4056.55889
875	4055.774274
876	4055.586392
877	4055.337363
878	4055.095729
879	4054.736846
880	4054.186637
881	4053.720193
882	4053.266832
883	4052.986982
884	4052.779154
885	4052.632763
886	4052.301221
887	4051.971564
888	4051.563393
889	4051.306157
890	4050.655021
891	4049.861258
892	4049.220641
893	4048.660999
894	4048.284913
895	4047.357692
896	4046.937495
897	4046.613773
898	4046.270003
899	4045.645966
900	4045.047854
901	4044.555262
902	4043.752854
903	4043.238602
904	4042.643853
905	4042.010035
906	4041.8331
907	4041.549601
908	4041.224979
909	4040.745561
910	4040.064914
911	4039.935853
912	4039.387563
913	4039.308029
914	4039.025363
915	4038.961086
916	4038.729588
917	4038.04086
918	4037.428013
919	4037.164001
920	4036.978154
921	4036.287833
922	4036.237195
923	4035.979929
924	4035.390917
925	4034.753528
926	4034.351496
927	4033.795718
928	4033.710792
929	4033.081548
930	4032.861686
931	4032.423539
932	4031.616327
933	4031.428957
934	4030.977602
935	4030.756011
936	4030.030233
937	4029.816341
938	4029.107103
939	4028.875015
940	4028.567214
941	4028.125571
942	4027.955927
943	4027.505037
944	4027.253463
945	4026.635243
946	4026.437807
947	4025.836857
948	4025.395795
949	4025.17101
950	4025.001756
951	4024.856841
952	4024.221301
953	4023.828809
954	4023.308148
955	4022.803576
956	4022.71416
957	4022.125128
958	4021.711561
959	4021.256422
960	4020.544648
961	4020.27251
962	4019.917064
963	4019.29358
964	4018.889764
965	4018.660083
966	4018.324781
967	4017.796467
968	4017.427409
969	4017.135853
970	4016.665803
971	4016.099524
972	4015.409513
973	4015.127758
974	4015.072689
975	4014.770268
976	4014.031859
977	4013.671296
978	4013.375149
979	4012.608941
980	4012.021719
981	4011.602194
982	4010.774951
983	4010.5641
984	4010.060321
985	4009.638847
986	4009.456786
987	4008.863458
988	4008.550866
989	4008.376512
990	4008.148693
991	4007.906725
992	4007.799337
993	4007.668535
994	4006.932268
995	4006.495823
996	4006.334299
997	4005.780577
998	4005.411069
999	4004.94744
